id,Russian,English,orthography,transcription,prs,form2,form3,pos,additional_forms,kk,jena200,gld110,def_RU,context
540,ПУГОВИЦА,BUTTON,кецӀири,kecʼiri,,кецӀирил,кецӀирди,n,,275,0,0,"Застёжка, состоящая из небольшого выступа или диска, которая вставляется в вырез в соседнем материале. (Concepticon)",Застегни пуговицы на рубашке.
541,ЗАСТЕЖКА,FASTENER,кяцӀу,kʲacʼu,,кяцӀул,кяцӀаби,n,,276,0,0,"Конструкция, состоящая из отверстия и продеваемой в него верёвки или иной полоски, фиксирующей одежду.",У женщин на тулупах бывают застёжки.
541,ЗАСТЕЖКА,FASTENER,гъармухъ,ʁarmuq,,гъармухъул,гъармухъиби,n,,276,0,0,"Конструкция, состоящая из отверстия и продеваемой в него верёвки или иной полоски, фиксирующей одежду.",У женщин на тулупах бывают застёжки.
542,КОЛЬЦО,RING,гьечӀищиб,hečʼišːib,,гьечӀищиблъил,гьечӀищибди,n,,271,0,0,"Круглый предмет из (ценного) металла, носимый вокруг пальца. (Concepticon)",1. Невесте дают кольцо. 2. Кольцо носят на пальце.
543,БРАСЛЕТ,BRACELET,курхьин,kurxin,,курхьинлъил,курхьинди,n,,272,0,0,"Ювелирный предмет, который носят вокруг запястья.",Женщины на руках носят браслеты.
544,ОЖЕРЕЛЬЕ,NECKLACE,хьухьин,xuxin,,хьухьинлъил,хухинди,n,,0,0,0,"Ювелирный предмет, который носят вокруг шеи.",Женщины на шее носят ожерелье.
545,БУСИНА,BEAD,маххи,maχːi,,маххилул,маххиди,n,,0,0,0,"Круглый блестящий предмет (любого происхождения), используемый как компонент ожерелья (бус).",Ожерелье делают из бусинок.
546,СЕРЕЖКА,EARRING,хӀара,ħara,,хӀарал,хӀариби,n,,0,0,0,"Ювелирное украшение, которое носят в ухе. (Concepticon)",У женщин в ушах бывают серьги.
547,ТАТУИРОВКА,TATTOO,сурат,surat,,суратул,суратиби,n,,0,0,0,"Рисунок, создаваемый на теле человека при помощи ввода чернил под кожу. В Дагестане татуировки традиционно наносились женщинам на руки.",Раньше женщинам на руках делали татуировки.
548,"РАСЧЕСКА, ГРЕБЕНЬ",COMB (N.),гьакьу,haʟʼu,,гьакьул,гьакьаби,n,,0,0,0,Предмет для расчёсывания волос.,Я причесал голову расчёской
549,ПРИЧЕСЫВАТЬ,COMB (V. TR.),гъабеду,ʁabdegu,гъабда эгу (гъабдегу),гъаби,гъаба,v,,140,0,0,Ухаживать за волосами при помощи расчёски или похожего объекта.,"1. Я причесал голову расчёской. 2. Был сильный ветер, причеши волосы."
550,КОСА ЖЕНСКАЯ,BRAID,гъонтӀа,ʁоntʼa,,гъонтӀул,гъонтӀиби,n,,75,0,0,"Женская причёска, состоящая из заплетённых вместе нескольких волос. Для одной большой косы и двух маленьких косичек могут быть разные термины. В этом случае следует выбирать слово, обозначающее именно одну большую косу у женщин.",Женщины плетут из волос две косички или одну косу.
551,ЧЁЛКА,FRINGE,катӀари,katʼari,,катӀарил,катӀарди,n,,0,0,0,"Пучок волос, свисающий на лоб.",
552,КОСЫ (ПАРА),BRAIDS (PAIR OF),гъонтӀиби,ʁоntʼibi,,,гъонтӀиби,n,,0,0,0,"См. 550 КОСА ЖЕНСКАЯ. В этом месте вводится слово для пары косичек, если оно существует.",
553,БРИТВА,RAZOR,далакбесун,dalakbesun,,далакбесунлъил,далакбесунди,n,,0,0,0,Острый инструмент для удаления волос с лица или тела. (Concepticon),Мужчины бреют бороду бритвой.
554,БРИТЬ,SHAVE,хханеду,χːandegu,хханда эгу (ххандегу),ххани,ххана,v,,142,0,0,"Срезать волосы вблизи кожи бритвой. (Concepticon) Вводить слово именно для полного удаления волос (на лице), не «подстригать».",1. Мужчины бреют бороду бритвой. 2. Ваххабиты сбривают усы. 3. Раньше мужчинам брили волосы на голове.
555,СТРИЧЬ,CUT (HAIR),къеледу,qʼerdegu,къерда эгу (къердегу),къели,къела,v,,141,0,0,Укорачивать длину волос ножницами.,
556,МЫЛО,SOAP,сапун,sapun,,сапунал,сапунди,n,,0,0,0,"Твёрдый предмет, пенящийся при контакте с водой и используемый для мытья рук.",Руки надо мыть с мылом.
557,ЗЕРКАЛО,MIRROR,матӀу,matʼu,,матӀул,матӀаби,n,сипат матӀуни бердегу - отражение в зеркале,356,0,0,"Гладкая поверхность, отражащая предметы, находящиеся напротив.","Когда бреются, смотрят в зеркало."
558,ДОМ,HOUSE,гьандир,handir,,гьандирал,гьандирди,n,гьандирени чув эгув? - кто в доме (кто дома),371,214,0,"Отдельно стоящее здание, используемое для жилья человека. Иногда КОМНАТА и ДОМ выражаются одним термином, при этом либо существует отдельное слово в значении собственно ДОМ, либо для обозначения ДОМа используется мн.ч. слова КОМНАТА/ДОМ. В этом случае надо указывать именно термин для собственно ДОМа, т.к. в словаре есть отдельный вход для термина КОМНАТА.",1. Этот дом был построен моим дедом. 2. В нашем доме три комнаты.
